"","ga_pais","ga_estado","ga_cidade","player","device","canal","programa","qualidade","mes"
"926318","Brazil","State of Sao Paulo","Palmital","desktop","desktop","Rede Globo","Globoplay Ao Vivo",410000,202012
"926352","Brazil","State of Mato Grosso","(not set)","desktop","desktop","Rede Globo","O Auto da Compadecida",1801000,202012
"926356","Brazil","State of Sao Paulo","Sertaozinho","desktop","desktop","Rede Globo","The Voice Brasil",3522000,202012
"926366","Brazil","State of Rio de Janeiro","Duque de Caxias","desktop","desktop","Rede Globo","RJ1",2240000,202012
"926372","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Em Família",2220000,202012
"926373","Brazil","State of Ceara","Fortaleza","desktop","desktop","Viva OTT","VIVA Ao Vivo",4783000,202012
"926407","Brazil","State of Sao Paulo","Sao Bernardo do Campo","desktop","desktop","Globoplay OTT","H2O Meninas Sereias",4788001,202012
"926414","Brazil","State of Rio Grande do Sul","Porto Alegre","desktop","desktop","Globoplay OTT","The Big Bang Theory",4782000,202012
"926415","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Desalma",776000,202012
"926419","Brazil","State of Sao Paulo","Ribeirao Preto","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",3166001,202012
"926449","Brazil","State of Sao Paulo","Bady Bassitt","desktop","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"926453","Brazil","State of Amazonas","Manaus","desktop","desktop","Rede Globo","Verdades Secretas",2217000,202012
"926454","Brazil","Federal District","Brasilia","desktop","desktop","Rede Globo","Bom Sucesso",1456000,202012
"926490","Brazil","State of Minas Gerais","Esmeraldas","desktop","desktop","Rede Globo","Premiere no Globoplay",886000,202012
"926582","Brazil","State of Minas Gerais","Belo Horizonte","desktop","desktop","Rede Globo","A Força do Querer",1447000,202012
"926584","Brazil","State of Sao Paulo","Campinas","desktop","desktop","EPTV (SP)","Bom Dia Cidade - Campinas/Piracicaba",2222000,202012
"926697","Brazil","State of Sao Paulo","Guarulhos","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",4781001,202012
"926698","Brazil","State of Sao Paulo","Guarulhos","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",4781000,202012
"926699","Brazil","State of Sao Paulo","Guarulhos","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",2086000,202012
"926834","Brazil","State of Minas Gerais","Ibirite","desktop","desktop","Rede Globo","The Voice Brasil",799000,202012
"926843","Brazil","State of Goias","(not set)","desktop","desktop","Globoplay OTT","Modern Family",4786001,202012
"926891","Brazil","State of Rio Grande do Sul","Novo Hamburgo","desktop","desktop","Globoplay OTT","Casual",4785000,202012
"926922","Brazil","State of Sao Paulo","Votorantim","desktop","desktop","Globoplay OTT","Grey's Anatomy",2088001,202012
"926957","Brazil","State of Rio de Janeiro","(not set)","desktop","desktop","Rede Globo","Cinema",3098000,202012
"926962","Brazil","State of Minas Gerais","Belo Horizonte","desktop","desktop","Globoplay OTT","The Big Bang Theory",4781001,202012
"926970","Brazil","State of Ceara","Caucaia","desktop","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"927026","Brazil","State of Para","Belem","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",2086001,202012
"927027","Brazil","State of Para","Belem","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",756000,202012
"927080","Brazil","State of Sao Paulo","Paraguacu Paulista","desktop","desktop","Rede Globo","A Dona do Pedaço",3468000,202012
"927133","Brazil","State of Rio de Janeiro","Niteroi","desktop","desktop","Rede Globo","Globoplay Ao Vivo",655000,202012
"927207","Brazil","State of Sao Paulo","Santos","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",1220000,202012
"927237","Brazil","State of Goias","Goiania","desktop","desktop","Rede Globo","Cinema",3098000,202012
"927246","Brazil","State of Goias","Aparecida de Goiania","desktop","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"927290","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","A Força do Querer - Edição Especial",5082000,202012
"927302","Brazil","State of Sao Paulo","Poa","desktop","desktop","Globoplay OTT","The Big Bang Theory",3164001,202012
"927307","Brazil","State of Sao Paulo","Santo Andre","desktop","desktop","Globoplay OTT","The Vampire Diaries",3167001,202012
"927387","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","Haja Coração - Edição Especial",5161000,202012
"927437","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","Vale Tudo",2215000,202012
"927478","Brazil","State of Bahia","Salvador","desktop","desktop","Globoplay OTT","One Tree Hill: Lances da Vida",3294001,202012
"927480","Brazil","State of Rio de Janeiro","Petropolis","desktop","desktop","Rede Globo","Cinema",742000,202012
"927489","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","As Five",5004000,202012
"927501","Brazil","State of Minas Gerais","Uberlandia","desktop","desktop","Viva OTT","VIVA Ao Vivo",3189000,202012
"927503","Brazil","State of Minas Gerais","Uberlandia","desktop","desktop","Mais Globosat OTT","Mais Na Tela Ao Vivo",4783000,202012
"927506","Brazil","State of Roraima","Boa Vista","desktop","desktop","Globoplay OTT","The Big Bang Theory",2087002,202012
"927566","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","The Walking Dead",4785000,202012
"927568","Brazil","State of Pernambuco","Ipojuca","desktop","desktop","Rede Globo","Globoplay Ao Vivo",655000,202012
"927569","Brazil","State of Pernambuco","Ipojuca","desktop","desktop","Rede Globo","Globoplay Ao Vivo",1049000,202012
"927593","Brazil","State of Minas Gerais","Cambui","desktop","desktop","Rede Globo","Globoplay Ao Vivo",1573000,202012
"927621","Brazil","State of Minas Gerais","Itabira","desktop","desktop","Rede Globo","Jornal Hoje",2225000,202012
"927629","Brazil","State of Sao Paulo","Carapicuiba","desktop","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"927662","Brazil","State of Ceara","Fortaleza","desktop","desktop","Rede Globo","Tapas e Beijos",5067000,202012
"927670","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","The Good Doctor - O Bom Doutor",756000,202012
"927714","Brazil","State of Amapa","Santana","desktop","desktop","Globoplay OTT","Manifest - O Mistério do Voo 828",4914000,202012
"927726","Brazil","State of Santa Catarina","Florianopolis","desktop","desktop","Globoplay OTT","Modern Family",2088000,202012
"927818","Brazil","State of Rio Grande do Sul","Sao Leopoldo","desktop","desktop","Globoplay OTT","Supernatural",2088001,202012
"927828","Brazil","State of Bahia","Salvador","desktop","desktop","Rede Globo","O Rei do Gado",602000,202012
"927841","Brazil","State of Santa Catarina","Camboriu","desktop","desktop","GloboNews OTT","GloboNews Ao Vivo",3189000,202012
"927850","Brazil","State of Sao Paulo","Santos","desktop","desktop","Rede Globo","Cinema",3166000,202012
"927877","Brazil","State of Minas Gerais","Belo Horizonte","desktop","desktop","Rede Globo","Órfãos da Terra",3351000,202012
"927884","Brazil","State of Minas Gerais","Belo Horizonte","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",2089001,202012
"927892","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Tardezinha",3530000,202012
"927911","Brazil","State of Para","Belem","desktop","desktop","Multishow OTT","Arcanjo Renegado",5069000,202012
"927925","Brazil","State of Espirito Santo","Serra","desktop","desktop","Rede Globo","Globoplay Ao Vivo",1573000,202012
"927957","Brazil","State of Rio de Janeiro","Marica","desktop","desktop","Globoplay OTT","O Clube das Divorciadas",2089001,202012
"928028","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Verdades Secretas",2218000,202012
"928047","Brazil","State of Parana","Curitiba","desktop","desktop","Rede Globo","A Favorita",3478000,202012
"928061","Brazil","State of Sao Paulo","Osasco","desktop","desktop","Globoplay OTT","The Originals",4916001,202012
"928114","Brazil","State of Rio de Janeiro","Sao Joao de Meriti","desktop","desktop","Multishow OTT","Tô de Graça",3356000,202012
"928115","Brazil","State of Rio de Janeiro","Sao Joao de Meriti","desktop","desktop","Universal OTT","Law & Order: SVU",1326000,202012
"928118","Brazil","State of Amapa","Macapa","desktop","desktop","Rede Globo","Globoplay Ao Vivo",1573000,202012
"928122","Brazil","State of Santa Catarina","Florianopolis","desktop","desktop","Rede Globo","Jornal Hoje",2245000,202012
"928123","Brazil","State of Rio de Janeiro","(not set)","desktop","desktop","Globoplay OTT","Escola dos Rugidos",3167006,202012
"928166","Brazil","State of Sao Paulo","Mongagua","desktop","desktop","Globoplay OTT","Sandy e Junior: A História",2217000,202012
"928199","Brazil","State of Espirito Santo","Serra","desktop","desktop","Gloob OTT","Miraculous – As Aventuras de Ladybug",3356000,202012
"928252","Brazil","State of Sao Paulo","Guaira","desktop","desktop","Rede Globo","O Clone",3493000,202012
"928284","Brazil","State of Sao Paulo","Americana","desktop","desktop","Som Livre OTT","Tardezinha no Maraca",3359000,202012
"928288","Brazil","State of Piaui","(not set)","desktop","desktop","Multishow OTT","Multishow Ao Vivo",4783000,202012
"928350","Brazil","State of Sao Paulo","Santo Andre","desktop","desktop","Rede Globo","Globoplay Ao Vivo",554000,202012
"928354","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Legacies",4915000,202012
"928356","Brazil","State of Parana","Curitiba","desktop","desktop","Rede Globo","The Voice Brasil",2224000,202012
"928372","Brazil","State of Ceara","Fortaleza","desktop","desktop","Rede Globo","Laços de Família",2190000,202012
"928373","Brazil","State of Bahia","Salvador","desktop","desktop","Rede Globo","O Clone",3356000,202012
"928383","Brazil","State of Minas Gerais","Belo Horizonte","desktop","desktop","Rede Globo","A Força do Querer - Edição Especial",2250000,202012
"928411","Brazil","State of Sao Paulo","Itapecerica da Serra","desktop","desktop","Rede Globo","Vale Tudo",2214000,202012
"928416","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Modern Family",4788001,202012
"928418","Brazil","State of Minas Gerais","Extrema","desktop","desktop","Rede Globo","Globoplay Ao Vivo",176000,202012
"928442","Brazil","State of Minas Gerais","Montes Claros","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",756001,202012
"928463","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","H2O Meninas Sereias",4786000,202012
"928481","Brazil","State of Ceara","Fortaleza","desktop","desktop","Globoplay OTT","The Office",1219002,202012
"928482","Brazil","State of Ceara","Fortaleza","desktop","desktop","Rede Globo","Em Nome de Deus",3450000,202012
"928490","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","O Clube das Divorciadas",4780000,202012
"928491","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Justiça",2122000,202012
"928500","Brazil","State of Sao Paulo","Taboao da Serra","desktop","desktop","Globoplay OTT","Revenge",2088000,202012
"928516","Brazil","State of Rio Grande do Sul","(not set)","desktop","desktop","Globoplay OTT","Dragões: Defensores de Berk",3167000,202012
"928605","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","SporTV OTT","SporTV Ao Vivo",886000,202012
"928619","Brazil","State of Rio de Janeiro","Itaguai","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",4780000,202012
"928632","Brazil","State of Parana","Curitiba","desktop","desktop","Globoplay OTT","Modern Family",3165001,202012
"928669","Brazil","State of Sao Paulo","Itapetininga","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",1220000,202012
"928677","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Laços de Família",2188000,202012
"928678","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Laços de Família",744000,202012
"928680","Brazil","State of Parana","Curitiba","desktop","desktop","Globoplay OTT","FBI",2215000,202012
"928715","Brazil","State of Parana","Curitiba","desktop","desktop","Rede Globo","Caldeirão do Huck",1437000,202012
"928723","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Programas Institucionais",3501000,202012
"928754","Brazil","State of Ceara","Crato","desktop","desktop","Rede Globo","A Vida da Gente",772000,202012
"928776","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Legacies",1349001,202012
"928777","Brazil","State of Parana","Curitiba","desktop","desktop","Rede Globo","Todas as Mulheres do Mundo",5168000,202012
"928789","Brazil","State of Parana","Curitiba","desktop","desktop","Rede Globo","Laços de Família – Vale a Pena Ver de Novo",5241000,202012
"928796","Brazil","Federal District","Brasilia","desktop","desktop","Rede Globo","Cinema",1222000,202012
"928813","Brazil","State of Sao Paulo","Ribeirao Preto","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",3164001,202012
"928837","Brazil","State of Rio de Janeiro","Belford Roxo","desktop","desktop","Rede Globo","RJ1",2241000,202012
"928892","Brazil","State of Para","(not set)","desktop","desktop","Rede Globo","Encontro com Fátima Bernardes",945000,202012
"928941","Brazil","State of Sao Paulo","Pirapozinho","desktop","desktop","Rede Globo","Globoplay Ao Vivo",1049000,202012
"929006","Brazil","State of Parana","Curitiba","desktop","desktop","Rede Globo","Cinema",3165000,202012
"929015","Brazil","State of Amazonas","Manaus","desktop","desktop","Globoplay OTT","Chicago Fire",4778000,202012
"929033","Brazil","State of Rio Grande do Norte","Natal","desktop","desktop","Rede Globo","Globoplay Ao Vivo",410000,202012
"929040","Brazil","State of Sao Paulo","Ubatuba","desktop","desktop","Rede Globo","Cheias de Charme",1168000,202012
"929059","Brazil","State of Sao Paulo","Sao Jose dos Campos","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",3161000,202012
"929080","Brazil","State of Goias","Valparaiso de Goias","desktop","desktop","Globoplay OTT","The Big Bang Theory",4786001,202012
"929086","Brazil","State of Minas Gerais","(not set)","desktop","desktop","Rede Globo","Globoplay Ao Vivo",410000,202012
"929234","Brazil","State of Goias","(not set)","desktop","desktop","Rede Globo","Caminho das Índias",2218000,202012
"929256","Brazil","State of Sao Paulo","Sorocaba","desktop","desktop","Rede Globo","Globoplay Ao Vivo",1573000,202012
"929364","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","A Força do Querer",3364000,202012
"929421","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","A Força do Querer",701000,202012
"929442","Brazil","State of Sao Paulo","Americana","desktop","desktop","EPTV (SP)","Jornal da EPTV 1ª Edição - São Carlos/Araraquara",2213000,202012
"929461","Brazil","State of Ceara","Fortaleza","desktop","desktop","Globoplay OTT","FBI",3291000,202012
"929463","Brazil","State of Piaui","Teresina","desktop","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"929484","Brazil","Federal District","Brasilia","desktop","desktop","Globoplay OTT","The Originals",3166000,202012
"929504","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","Deus Salve o Rei",811000,202012
"929612","Brazil","State of Pernambuco","Recife","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",1220001,202012
"929665","Brazil","State of Mato Grosso do Sul","(not set)","desktop","desktop","Rede Globo","A Diarista",5203000,202012
"929666","Brazil","State of Parana","Sao Jose dos Pinhais","desktop","desktop","Rede Globo","Globoplay Ao Vivo",655000,202012
